Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
68e44be2fd82139c90ae3223,66c0f464e0ff62798027b486,RETURNED,Not Applicable,2025-10-06T23:08:18.520000Z,,,2025-10-09T14:47:45.607314Z,,,1953,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
68e44c8637d90a5d4e848f0f,67a8bfb2f846cd3ea9bcd898,RETURNED,Not Applicable,2025-10-06T23:11:19.560000Z,,,2025-10-09T14:47:45.590692Z,,,2051,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
68e44caac5323d03772c2f34,60ce89c7357eeffe77fca946,APPROVED,Not Applicable,2025-10-06T23:11:42.461000Z,2025-10-06T23:38:46.192000Z,2025-10-27T00:03:09.779000Z,2025-10-06T23:38:46.566383Z,1624.0,CUKPH3D8,3279,34,Female,White,United States,United States,United States,English,Yes,Full-Time
68e44e996073a33beed4d557,6015ba06aa02256df4792d15,RETURNED,Not Applicable,2025-10-06T23:20:02.235000Z,,,2025-10-09T14:47:45.592185Z,,,1886,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
68e45041711a479aa88a50ec,6760906e738f9b6da870edee,RETURNED,Not Applicable,2025-10-06T23:27:01.768000Z,,,2025-10-09T14:47:45.594023Z,,,650,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
68e451328bb217adbce2fdd8,65f1b56d620b27328a8836e8,RETURNED,Not Applicable,,,,2025-10-09T14:47:45.597011Z,,,2472,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
68e45385b51b0ab0999bbc36,66463e4efb99fba5a67a010a,APPROVED,Not Applicable,2025-10-06T23:41:25.384000Z,2025-10-07T00:23:42.312000Z,2025-10-28T00:02:36.967000Z,2025-10-07T00:23:42.659945Z,2537.0,CUKPH3D8,3324,31,Male,Black,United States,United States,United States,English,No,Full-Time
68e453875f04ed9886a49bb3,564e93659b124900127eb55b,APPROVED,Not Applicable,2025-10-06T23:40:58.230000Z,2025-10-07T01:17:27.060000Z,2025-10-28T00:02:37.397000Z,2025-10-07T01:17:31.857596Z,5789.0,NOCODE,6750,33,Male,Asian,China,United States,United States,English,No,Full-Time
68e45405e6cc58c4ec73a471,58a1fe40ea3d11000170d9b9,APPROVED,Not Applicable,2025-10-06T23:43:26.054000Z,2025-10-07T00:17:57.460000Z,2025-10-28T00:02:37.744000Z,2025-10-07T00:18:02.997736Z,2072.0,CUKPH3D8,8104,33,Female,White,United States,United States,United States,English,No,Full-Time
68e4547f57aa224b19196613,677991de3695b0255b8c8bd2,APPROVED,Not Applicable,2025-10-06T23:45:07.056000Z,2025-10-07T00:03:43.694000Z,2025-10-28T00:02:38.236000Z,2025-10-07T00:08:38.406495Z,1117.0,CUKPH3D8,375,31,Male,White,United States,United States,United States,English,No,Full-Time
68e454fd760d64bfa6ca8388,660b1447c1e2bd7f4969dd42,RETURNED,Not Applicable,2025-10-06T23:47:27.313000Z,,,2025-10-09T14:47:45.601563Z,,,463,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
68e4562c0b8a6436ad7c198d,66d9869a4e9051cdf5d16fa3,APPROVED,Not Applicable,2025-10-06T23:52:15.746000Z,2025-10-07T17:45:46.183000Z,2025-10-07T17:45:46.524000Z,2025-10-07T17:45:46.675058Z,64411.0,Manual Completion,4143,38,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
68e4570c03a4c12124c03b6e,5f4a7a00dc1bde60ab8f7ac5,RETURNED,Not Applicable,2025-10-06T23:55:56.659000Z,,,2025-10-09T14:47:45.623931Z,,,14388,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
68e4574c81ee2354aec97582,5f58d7941af44708223b94da,RETURNED,Not Applicable,2025-10-06T23:57:04.260000Z,,,2025-10-09T14:47:45.609424Z,,,4082,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
68e45775f9a29b1d7cd34252,6113ffbf45e79bc2769db74c,RETURNED,Not Applicable,2025-10-06T23:57:45.890000Z,,,2025-10-09T14:47:45.613089Z,,,6837,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
68e459e3e9cf65c354ef2afa,6621a2f38453311275d17d65,APPROVED,Not Applicable,2025-10-07T00:10:50.667000Z,2025-10-07T01:00:07.890000Z,2025-10-28T00:02:38.697000Z,2025-10-07T01:00:08.431349Z,2958.0,CUKPH3D8,2380,24,Female,White,United States,United States,United States,English,No,Part-Time
68e45aaf3261b76fcf81154f,60fd6618f9a377f54dcdf318,APPROVED,Not Applicable,2025-10-07T00:11:38.739000Z,2025-10-07T00:40:38.597000Z,2025-10-28T00:02:39.106000Z,2025-10-07T00:40:38.998543Z,1740.0,CUKPH3D8,16913,39,Male,Mixed,United States,United States,United States,English,Yes,Full-Time
68e45b1580d39d53e424d005,67439be8ee2236a7c078d523,RETURNED,Not Applicable,2025-10-07T00:13:28.064000Z,,,2025-10-09T14:47:45.605081Z,,,2919,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
68e45b394a2d5483d698fb16,649754db1c54fad23e345093,APPROVED,Not Applicable,2025-10-07T00:13:51.960000Z,2025-10-07T00:33:55.371000Z,2025-10-28T00:02:39.520000Z,2025-10-07T00:33:55.775773Z,1204.0,CUKPH3D8,5166,39,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
68e45bcf03c80cd83b1e06ab,630abefa2e2a5053ffe0636d,RETURNED,Not Applicable,2025-10-07T00:16:19.384000Z,,,2025-10-09T14:47:45.619581Z,,,1227,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
68e45d6a998e17b635403cb9,663a7af013938e6bbfb065d5,RETURNED,Not Applicable,2025-10-07T00:23:06.388000Z,,,2025-10-09T14:47:45.617226Z,,,3607,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
68e45ed6367e6d7f7e611b1d,6646611de1c681c9cbb78feb,RETURNED,Not Applicable,2025-10-07T00:29:15.069000Z,,,2025-10-09T14:47:45.619152Z,,,387,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
68e45f5864a5cf2de92ea08d,5cbdc6f1214b1a0015ccfbab,RETURNED,Not Applicable,,,,2025-10-09T14:47:45.614782Z,,,6706,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
68e460b43fa9c70249b90362,611622ddd8be1ac51298cb89,APPROVED,Not Applicable,2025-10-07T00:37:28.704000Z,2025-10-07T02:01:24.587000Z,2025-10-28T00:02:39.938000Z,2025-10-07T02:01:53.764087Z,5036.0,CUKPH3D8,1975,22,Male,White,United States,United States,United States,English,Yes,Part-Time
68e461475f04ed9886a49c57,657b0ede27d064a99e80f7f2,RETURNED,Not Applicable,,,,2025-10-09T14:47:45.648486Z,,,1052,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
68e462a53d3569f372e79a06,663aa6420a964c2a7740b9d7,APPROVED,Not Applicable,2025-10-07T00:45:31.362000Z,2025-10-07T01:07:46.437000Z,2025-10-28T00:02:40.413000Z,2025-10-07T01:07:46.842833Z,1336.0,CUKPH3D8,5990,38,Female,White,United States,United States,United States,English,No,Full-Time
68e465f6a634ba70b454b1aa,62a885d5b6af18b3d4579e1b,APPROVED,Not Applicable,2025-10-07T00:59:34.988000Z,2025-10-07T01:15:01.233000Z,2025-10-28T00:02:40.915000Z,2025-10-07T01:15:01.613427Z,927.0,CUKPH3D8,12433,33,Male,Mixed,United States,United States,United States,English,Yes,Full-Time
68e4691cfa86fc508bfdedd7,62f975cbc3507ecf77180d00,APPROVED,Not Applicable,2025-10-07T01:13:00.753000Z,2025-10-07T01:40:08.276000Z,2025-10-28T00:02:41.361000Z,2025-10-07T01:40:08.968905Z,1628.0,CUKPH3D8,2376,22,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
68e469341498ab24e48b9cf0,5d1c0e818d27eb0016164015,RETURNED,Not Applicable,2025-10-07T01:13:30.290000Z,,,2025-10-09T14:47:45.616525Z,,,2545,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
68e46f0d6e3678d871596710,66544b06d9f37cea164b6022,RETURNED,Not Applicable,,,,2025-10-09T14:47:45.620579Z,,,2052,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
68e4707aa0381bbff5111f98,65462d3be36b05a1f97d2dc8,APPROVED,Not Applicable,2025-10-07T01:44:40.671000Z,2025-10-07T02:13:41.501000Z,2025-10-28T00:02:41.785000Z,2025-10-07T02:13:41.967121Z,1741.0,CUKPH3D8,1475,36,Female,White,United States,United States,United States,English,Yes,Other
68e47104da9e5320c7503ea0,641370f5a8d3826956778170,RETURNED,Not Applicable,2025-10-07T01:46:48.206000Z,,,2025-10-09T14:47:45.622121Z,,,4499,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
68e4723c0b8a6436ad7c1b15,67042cdf06ed4052bdf44c07,APPROVED,Not Applicable,2025-10-07T01:55:00.297000Z,2025-10-07T03:11:16.267000Z,2025-10-28T00:02:42.205000Z,2025-10-07T03:11:16.935294Z,4576.0,CUKPH3D8,1088,27,Female,Mixed,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
68e47345ffb12ef7a12921c1,670c06bb7926d2525a7a7755,APPROVED,Not Applicable,2025-10-07T01:56:35.830000Z,2025-10-07T02:23:03.309000Z,2025-10-28T00:02:42.630000Z,2025-10-07T02:23:05.608669Z,1588.0,CUKPH3D8,3528,34,Male,Black,United States,United States,United States,English,No,Full-Time
68e478574ec360d0d77c71e9,5da8edc60f9c9c0017526948,RETURNED,Not Applicable,2025-10-07T02:18:04.121000Z,,,2025-10-09T14:47:45.624053Z,,,7432,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
68e47b33f5ad2799ab94048e,65e537f5dbc347495ce3c059,RETURNED,Not Applicable,2025-10-07T02:30:16.143000Z,,,2025-10-09T14:47:45.629347Z,,,1570,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
68e47b479f57c5024563ddd7,664e835c732628231a08fff5,APPROVED,Not Applicable,2025-10-07T02:30:41.142000Z,2025-10-07T02:58:46.743000Z,2025-10-28T00:02:43.106000Z,2025-10-07T02:58:49.201332Z,1686.0,CUKPH3D8,1294,31,Female,White,United States,United States,United States,English,No,Full-Time
68e47b4ace2c312141f20d72,67001c01bcb0cabf8a7f01e7,APPROVED,Not Applicable,2025-10-07T02:31:01.817000Z,2025-10-07T03:16:22.187000Z,2025-10-28T00:02:43.555000Z,2025-10-07T03:16:22.603280Z,2721.0,CUKPH3D8,1856,30,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
68e47b5271fcb72497b776c5,6609f149a4687bab9065dd59,RETURNED,Not Applicable,2025-10-07T02:30:48.242000Z,,,2025-10-09T14:47:45.625915Z,,,168,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
68e47d59998e17b6354041e2,5a6e8532e6cc4a0001b6d728,APPROVED,Not Applicable,2025-10-07T02:39:29.251000Z,2025-10-07T03:05:18.911000Z,2025-10-28T00:02:44.029000Z,2025-10-07T03:05:19.768149Z,1550.0,CUKPH3D8,1981,35,Female,White,United States,United States,United States,English,No,Full-Time
68e481964c092bbe0c82b779,66ca18ce20c4af7baa912758,APPROVED,Not Applicable,2025-10-07T02:58:24.803000Z,2025-10-07T03:22:17.545000Z,2025-10-28T00:02:44.761000Z,2025-10-07T03:22:18.124447Z,1433.0,CUKPH3D8,666,29,Female,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
